CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
1578788,4c2af4cc8eaf15d5fdc47bcad39f2ad3a7dc0d67060c034e837204ce82db700c1dcf37f3dda3c1a6921af3e8a82e515075e916f60e2f9cfa58f16dc992ca46d7,05/18/2023 06:55:00 PM,1,DRIVER,,1502052,,HONDA,CIVIC,IL,2011,UNKNOWN,PASSENGER,PERSONAL,S,UNKNOWN/NA,,,1,,,,,Y,Y,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578789,4c2af4cc8eaf15d5fdc47bcad39f2ad3a7dc0d67060c034e837204ce82db700c1dcf37f3dda3c1a6921af3e8a82e515075e916f60e2f9cfa58f16dc992ca46d7,05/18/2023 06:55:00 PM,2,DRIVER,2,1502064,,NISSAN,ROGUE,IL,2015,UNKNOWN,PASSENGER,PERSONAL,E,UNKNOWN/NA,Y,,3,,PRIVATE TOW,UNKNOWN,,,,,,,,,,,Y,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578362,8139fb0ef1f1b700b82936bf803cff29fbff373f234b8daab4911603818b66bb842358f15ecb5a56af3cebe9a7e761d59f80d179b07e90e35f3ba7ed7ef961df,05/18/2023 10:35:00 AM,1,DRIVER,,1501636,,CHEVROLET,CRUZE,IL,2017,UNKNOWN,PASSENGER,PERSONAL,W,PASSING/OVERTAKING,,,1,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578363,8139fb0ef1f1b700b82936bf803cff29fbff373f234b8daab4911603818b66bb842358f15ecb5a56af3cebe9a7e761d59f80d179b07e90e35f3ba7ed7ef961df,05/18/2023 10:35:00 AM,2,DRIVER,,1501640,,DODGE,CARAVAN,IL,2007,UNKNOWN,VAN/MINI-VAN,PERSONAL,W,TURNING LEFT,,,1,,,,,,,,,,,,,,,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575884,84995ed3a38bfb417994f00c4ae536cd3be1b2c05937f549c0bd579ea57ab839bc7e94e5564eb93bd09198c463c966a3bdcf281323ed79ac9b700e8543987dde,05/14/2023 06:15:00 PM,1,DRIVER,,1499229,,JEEP,WRANGLER,WA,,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,N,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575885,84995ed3a38bfb417994f00c4ae536cd3be1b2c05937f549c0bd579ea57ab839bc7e94e5564eb93bd09198c463c966a3bdcf281323ed79ac9b700e8543987dde,05/14/2023 06:15:00 PM,2,DRIVER,1,1499241,,HYUNDAI,SONATA,IL,2020,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,2,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575098,5facb146da11e6dd401c1006a2afa8beb8a0fdcaaceb088de8b05946e8b059fb91b32d49412eb726e5aac0967e7ac2494c43d47efb700c6ad375290cd88e1745,05/12/2023 08:32:00 PM,1,DRIVER,,1498475,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2016,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575099,5facb146da11e6dd401c1006a2afa8beb8a0fdcaaceb088de8b05946e8b059fb91b32d49412eb726e5aac0967e7ac2494c43d47efb700c6ad375290cd88e1745,05/12/2023 08:32:00 PM,2,DRIVER,,1498479,,JEEP,GRAND CHEROKEE,IL,2020,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,Y,,1,,,,,,,,Y,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573146,e8fed5ef1901c94f9936a4108f264e39d0b5ecf580b5a6cf5a357e071e5ad8d30d3b93f9fcfe63a2b47c18a4a4ee0bc8114ffd2086523daaa9c4cace3b700251,05/10/2023 10:30:00 PM,1,DRIVER,,1496585,,TOYOTA,CAMRY,IL,2016,UNKNOWN,PASSENGER,TAXI/FOR HIRE,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573147,e8fed5ef1901c94f9936a4108f264e39d0b5ecf580b5a6cf5a357e071e5ad8d30d3b93f9fcfe63a2b47c18a4a4ee0bc8114ffd2086523daaa9c4cace3b700251,05/10/2023 10:30:00 PM,2,DRIVER,,1496589,,TOYOTA,CAMRY,IL,,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,Y,Y,Y,,,,Y,Y,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573148,e8fed5ef1901c94f9936a4108f264e39d0b5ecf580b5a6cf5a357e071e5ad8d30d3b93f9fcfe63a2b47c18a4a4ee0bc8114ffd2086523daaa9c4cace3b700251,05/10/2023 10:30:00 PM,3,DRIVER,,1496593,,TOYOTA,CAMRY,IL,2009,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571088,de1941598a4ab2e9ded018a4842554f7611385ebac118e7df01c4a9d3661b9d80f83c4a435bb2456b11b8a64d0b2e327b92376dd7b700336157ec43d607c4091,05/08/2023 09:00:00 AM,1,DRIVER,,1494581,,UNKNOWN,MOTORIZED,,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571089,de1941598a4ab2e9ded018a4842554f7611385ebac118e7df01c4a9d3661b9d80f83c4a435bb2456b11b8a64d0b2e327b92376dd7b700336157ec43d607c4091,05/08/2023 09:00:00 AM,2,PARKED,,1494584,,CHEVROLET,EQUINOX,IL,2019,UNKNOWN,SPORT UTILITY VEHICLE (SUV),NOT IN USE,UNKNOWN,PARKED,,,0,,,,,Y,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569364,e5dcd01c3d0d7c10bbe30ab68130be9ddd821ad980b1b7007b91182db770cbfccd559876b2136c948318672b86aff5d5500d6dcff39003b1637867afc3e2b35a,05/05/2023 03:30:00 PM,1,DRIVER,,1492927,,MITSUBISHI,OUTLANDER,IL,2008,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,BACKING,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569365,e5dcd01c3d0d7c10bbe30ab68130be9ddd821ad980b1b7007b91182db770cbfccd559876b2136c948318672b86aff5d5500d6dcff39003b1637867afc3e2b35a,05/05/2023 03:30:00 PM,2,PARKED,,1492928,,MINI,COOPER,IL,2012,NONE,PASSENGER,PERSONAL,N,PARKED,,,0,,,,,,,,,,,,,Y,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568581,df63b4f09fdd1ed93674ebad5c0b4d3e2819b4effd97060278b20b7000822840f892ed4650b2a7c573aa153b07ace3541006ba7593e41f61b02a7d9324f283fe,05/04/2023 03:30:00 PM,1,DRIVER,,1492157,,CHEVROLET,SILVERADO,IL,2022,NONE,PICKUP,PERSONAL,SW,BACKING,,,1,,,,,,,,,,,Y,,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568582,df63b4f09fdd1ed93674ebad5c0b4d3e2819b4effd97060278b20b7000822840f892ed4650b2a7c573aa153b07ace3541006ba7593e41f61b02a7d9324f283fe,05/04/2023 03:30:00 PM,2,PARKED,,1492166,,CHEVROLET,OTHER (EXPLAIN IN NARRATIVE),IL,2013,NONE,PASSENGER,PERSONAL,SW,PARKED,,,0,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568878,33737e28aa180b3f6136f6bad0f0b738526d40c976c73a9fde78f0a60bffb81649f24350e6921399da73e7cf8667222b700c5186fefe53e978e81e9baada866a,05/04/2023 12:00:00 PM,1,DRIVER,,1492460,Y,ISUZU,TRUCK,IL,,NONE,TRUCK - SINGLE UNIT,COMMERCIAL - SINGLE UNIT,N,BACKING,,,1,,,,,,,,,Y,,,,,,,,,SIDE-RIGHT-REAR,17041,,,,,2,ELITE RENTAL,IL,CHICAGO,,,,N,N,,U,,N,N,,,,,,,,,"SINGLE UNIT TRUCK, 2 AXLES, 6 TIRES",,UNKNOWN,N,N,
1568879,33737e28aa180b3f6136f6bad0f0b738526d40c976c73a9fde78f0a60bffb81649f24350e6921399da73e7cf8667222b700c5186fefe53e978e81e9baada866a,05/04/2023 12:00:00 PM,2,PARKED,,1492463,,CHEVROLET,TAHOE,IL,,NONE,SPORT UTILITY VEHICLE (SUV),STATE OWNED,N,PARKED,,,0,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568613,098cce62e064310c7d669edd44c4e33c949dfdbef3c42f7d6bcb7004a94cf6b5483bbb239a77590d9db56a4c36713f6de4b2b43a08467b2266a5e409a728b7ac,05/03/2023 10:30:00 PM,1,DRIVER,,1492180,,OLDSMOBILE,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568614,098cce62e064310c7d669edd44c4e33c949dfdbef3c42f7d6bcb7004a94cf6b5483bbb239a77590d9db56a4c36713f6de4b2b43a08467b2266a5e409a728b7ac,05/03/2023 10:30:00 PM,2,DRIVER,2,1492188,,VOLKSWAGEN,JETTA,IL,2014,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,3,,,,,Y,,,,Y,Y,Y,,,,Y,Y,,TOTAL (ALL AREAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568624,098cce62e064310c7d669edd44c4e33c949dfdbef3c42f7d6bcb7004a94cf6b5483bbb239a77590d9db56a4c36713f6de4b2b43a08467b2266a5e409a728b7ac,05/03/2023 10:30:00 PM,3,DRIVER,,1492194,,UNKNOWN,MOTORIZED,,,UNKNOWN,PASSENGER,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566953,6a63f2ebfff974b910f0ebd95f079a3c17e88f6fe629e5f348b6b7b7003da8d291f40b281d447c5d631fefd5892730f452376b42c431df488550cce13431c4ef,05/02/2023 11:30:00 AM,1,DRIVER,,1490615,,BUICK,CENTURY,IL,2005,UNKNOWN,PASSENGER,PERSONAL,S,TURNING LEFT,Y,,1,,CITY OF CHICAGO,POUND 2,,,,,,,,,,,,N,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566954,6a63f2ebfff974b910f0ebd95f079a3c17e88f6fe629e5f348b6b7b7003da8d291f40b281d447c5d631fefd5892730f452376b42c431df488550cce13431c4ef,05/02/2023 11:30:00 AM,2,DRIVER,,1490626,,FORD,ECONOLINE E350,IL,2015,UNKNOWN,OTHER,OTHER,S,STRAIGHT AHEAD,N,,1,,,,,,,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565530,5af1ecaa2b70026a13076874fcb03d414924944569f474bc24df3aca20f495f2560bab0dabd6128022fe4f5300b89abf3b7b085f1819a28df061bb91ed2b641b,04/30/2023 11:15:00 AM,1,DRIVER,1,1489212,,GENERAL MOTORS CORPORATION (GMC),TRUCK,IL,2007,UNKNOWN,TRUCK - SINGLE UNIT,UNKNOWN/NA,S,U-TURN,,,2,,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565531,5af1ecaa2b70026a13076874fcb03d414924944569f474bc24df3aca20f495f2560bab0dabd6128022fe4f5300b89abf3b7b085f1819a28df061bb91ed2b641b,04/30/2023 11:15:00 AM,2,DRIVER,,1489216,,ACURA,RLX,IL,2007,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564650,b336255808a7f8f6b4fe004e0eb700904e6922c3e459ead5c6f535540c69efe178d0a4c17f0068d12006b17d66f7a5f788032b95e15bad4950181fa095c5fc64,04/28/2023 07:50:00 PM,1,DRIVER,,1488352,,CADILLAC,ESCALADE,IL,2015,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,BACKING,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564651,b336255808a7f8f6b4fe004e0eb700904e6922c3e459ead5c6f535540c69efe178d0a4c17f0068d12006b17d66f7a5f788032b95e15bad4950181fa095c5fc64,04/28/2023 07:50:00 PM,2,PARKED,,1488355,,CHEVROLET,BLAZER,IL,2019,NONE,SPORT UTILITY VEHICLE (SUV),NOT IN USE,N,PARKED,Y,,0,,PRIVATE,UNKNOWN,,Y,Y,,,,,,,,Y,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566599,cf9dd39a64284aab70066e2fee73607fa410e36664d028784d315ef561d1bef04316269db40d9e6c40198957687df001352d3a84e45fe14668422a8ec17135a3,04/25/2023 06:10:00 PM,1,DRIVER,,1490246,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,SE,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566600,cf9dd39a64284aab70066e2fee73607fa410e36664d028784d315ef561d1bef04316269db40d9e6c40198957687df001352d3a84e45fe14668422a8ec17135a3,04/25/2023 06:10:00 PM,2,DRIVER,,1490255,,CHEVROLET,EQUINOX,IL,2021,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,Y,Y,Y,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561831,e1a8d59b6d00cd58b9a7723aa48f8d1396c557b5c5102d24363100b9d15b87f92f4f587384955739384f23352cfb98fc5fb65efcdf51e035339b70033705a1a8,04/24/2023 06:00:00 PM,2,DRIVER,,1485622,,TOYOTA,MATRIX,IL,2010,UNKNOWN,PASSENGER,PERSONAL,N,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,Y,Y,,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561832,e1a8d59b6d00cd58b9a7723aa48f8d1396c557b5c5102d24363100b9d15b87f92f4f587384955739384f23352cfb98fc5fb65efcdf51e035339b70033705a1a8,04/24/2023 06:00:00 PM,1,DRIVER,,1485629,,JEEP,WRANGLER,IN,2018,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,OTHER,,,1,,,,,Y,,,,,,,,,,,Y,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560046,bb70054595fdde2246c10917ba8b6c3a23dabda844a3106fca63c0f0c5107090c62516631858c2b0a5f869281b0b4c5fa5b1b49491bffa256196324ca7f37e01,04/21/2023 09:15:00 PM,1,DRIVER,,1483879,,MAZDA,CX-5,WI,2014,UNKNOWN,TRUCK - SINGLE UNIT,UNKNOWN/NA,W,STRAIGHT AHEAD,N,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560047,bb70054595fdde2246c10917ba8b6c3a23dabda844a3106fca63c0f0c5107090c62516631858c2b0a5f869281b0b4c5fa5b1b49491bffa256196324ca7f37e01,04/21/2023 09:15:00 PM,2,DRIVER,,1483883,,VOLKSWAGEN,ATLAS,IL,2018,UNKNOWN,TRUCK - SINGLE UNIT,UNKNOWN/NA,W,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559852,ce528d3c821b06cac3b7c1358141f96467fe7998119b8a50f863279f9bb3f6fcd5824363da2ade8ab70071449e772d7ae25155dba9629f682de36dfab26ae327,04/21/2023 05:54:00 PM,1,DRIVER,,1483695,,LINCOLN,MKX,IL,2008,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,N,N,N,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559853,ce528d3c821b06cac3b7c1358141f96467fe7998119b8a50f863279f9bb3f6fcd5824363da2ade8ab70071449e772d7ae25155dba9629f682de36dfab26ae327,04/21/2023 05:54:00 PM,2,DRIVER,,1483704,,HYUNDAI,ELANTRA,IL,2012,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559745,813f3d4679c3a01982d8e9a8728ff2a3a400da95cd5a794b7003e5bc228d4e676f5afcd87bd8da35987a395efb7de07a2fcc9b87f80155a7340aaebc842349c1,04/21/2023 03:00:00 PM,1,DRIVER,,1483593,,MAZDA,MAZDA3,IL,2018,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559746,813f3d4679c3a01982d8e9a8728ff2a3a400da95cd5a794b7003e5bc228d4e676f5afcd87bd8da35987a395efb7de07a2fcc9b87f80155a7340aaebc842349c1,04/21/2023 03:00:00 PM,2,BICYCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559846,09d30f93a15a2871708e4925c7ccae84ababdfca7440dadf95614c0c237fc1c01f3c2e53e93a85e7d34a30783b6d419e49d811c3e1c14dd839fbb48cb700e759,04/21/2023 08:40:00 AM,1,DRIVER,,1483701,,NISSAN,OTHER (EXPLAIN IN NARRATIVE),IL,2015,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559847,09d30f93a15a2871708e4925c7ccae84ababdfca7440dadf95614c0c237fc1c01f3c2e53e93a85e7d34a30783b6d419e49d811c3e1c14dd839fbb48cb700e759,04/21/2023 08:40:00 AM,2,PEDESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558774,eb5003e4db0c016b8d1e0181495cff2b31b700c560b71009e6ee32957fc55ac46039afe3187d5c5594541047516b204f325237793904f1fdb7741d779a11c905,04/20/2023 08:07:00 AM,1,DRIVER,,1482651,,HYUNDAI,SONATA,IL,,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,PASSING/OVERTAKING,,,1,,,,,Y,Y,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558775,eb5003e4db0c016b8d1e0181495cff2b31b700c560b71009e6ee32957fc55ac46039afe3187d5c5594541047516b204f325237793904f1fdb7741d779a11c905,04/20/2023 08:07:00 AM,2,DRIVER,,1482647,,BMW,OTHER (EXPLAIN IN NARRATIVE),IL,2018,NONE,PASSENGER,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557768,de74d07c482d4a333c712a7df97081507f55898ac275bfb700ccca855910c9c9d2dde6b0ad8d840a06bc0eeeee8c255bf78db0eab0b7408fe92209dbd9e18066,04/18/2023 04:10:00 PM,1,DRIVER,1,1481675,,CADILLAC,XT5,IL,2019,UNKNOWN,PASSENGER,UNKNOWN/NA,S,STRAIGHT AHEAD,,,2,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557769,de74d07c482d4a333c712a7df97081507f55898ac275bfb700ccca855910c9c9d2dde6b0ad8d840a06bc0eeeee8c255bf78db0eab0b7408fe92209dbd9e18066,04/18/2023 04:10:00 PM,2,DRIVER,,1481683,,CHEVROLET,CRUZE,IL,2012,UNKNOWN,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555128,643d85c75c074974b700e12e51cb13170b45e512e7043f1c966e5d223d522f62bf31b04f9aa9be764b42bcb83fb5a8c3119d87fa3ae3667e4fe6a9eabbc387ca,04/14/2023 09:30:00 AM,1,DRIVER,,1479121,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2021,UNKNOWN,MOTORCYCLE (OVER 150CC),UNKNOWN/NA,N,STRAIGHT AHEAD,Y,,1,,city of Chicago,,,,,,,,,,,,Y,Y,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553429,aa7c56c46a433f2942a1fb1b92470cf29a11a467dada1f4804f4d4bf1593c3dd317e5a51b3b4de3a4b7003e2026467ab7618a6124a70fa97c4140b59bc5864ec,04/12/2023 03:00:00 PM,2,DRIVER,,1477485,,CADILLAC,DTS,IL,2006,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553430,aa7c56c46a433f2942a1fb1b92470cf29a11a467dada1f4804f4d4bf1593c3dd317e5a51b3b4de3a4b7003e2026467ab7618a6124a70fa97c4140b59bc5864ec,04/12/2023 03:00:00 PM,3,DRIVER,,1477488,,KIA,OPTIMA / K5,IL,2016,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553439,aa7c56c46a433f2942a1fb1b92470cf29a11a467dada1f4804f4d4bf1593c3dd317e5a51b3b4de3a4b7003e2026467ab7618a6124a70fa97c4140b59bc5864ec,04/12/2023 03:00:00 PM,1,DRIVER,,1477496,,FORD,F150,IN,1998,UNKNOWN,PASSENGER,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553305,e79e8b889f8355fb9905494de2cb09ef39c8de67dea6250d2b4b8a2314ab0f5196ce4bdba6b7007afe9e55289ddb78c45cdfc7d00f73d81796dcfa63e1036734,04/12/2023 12:10:00 PM,1,DRIVER,,1477371,,BUICK,REGAL,IL,2017,NONE,PASSENGER,PERSONAL,W,PASSING/OVERTAKING,,,1,,,,,Y,Y,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553306,e79e8b889f8355fb9905494de2cb09ef39c8de67dea6250d2b4b8a2314ab0f5196ce4bdba6b7007afe9e55289ddb78c45cdfc7d00f73d81796dcfa63e1036734,04/12/2023 12:10:00 PM,2,DRIVER,,1477382,,NISSAN,ROGUE,IL,2020,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553252,9352eefecb1b7004d711f9bb2777891ff1cf2729b2b0228dc9b15e213c90cab9cc8c5a556845bc7bcfb7c0134d9100b3a6387766c42e20778799af2e2933337d,04/12/2023 07:00:00 AM,1,DRIVER,,1477800,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553253,9352eefecb1b7004d711f9bb2777891ff1cf2729b2b0228dc9b15e213c90cab9cc8c5a556845bc7bcfb7c0134d9100b3a6387766c42e20778799af2e2933337d,04/12/2023 07:00:00 AM,2,PARKED,,1477802,,TOYOTA,CAVALIER,IL,2011,NONE,PASSENGER,PERSONAL,S,PARKED,,,0,,,,,Y,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551837,c94b700d779527460a7d7c4cd118dc87c6ee55367c2948bbb20bf57a823e0f216c50613a5cb4de2fafa21c2f1cb7b4eeb682bd722ccf01c815602c00839f05be,04/10/2023 12:42:00 PM,1,DRIVER,,1475940,,JEEP,COMPASS,IL,2017,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,AVOIDING VEHICLES/OBJECTS,Y,,1,,PERSONAL,OFF ROADWAY,,Y,Y,Y,Y,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
